Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,region,type_encoded
2017-03-12,1.35,121869,3840,42071,1856,74101,34491,39609,0,2017,Midsouth,1
2017-03-05,1.02,156551,4471,38267,1457,112354,31239,81115,0,2017,Midsouth,1
2017-02-26,1.12,139908,3921,41022,1849,93114,33735,59378,0,2017,Midsouth,1
2017-02-19,1.14,148184,4325,48328,1888,93642,32456,61186,0,2017,Midsouth,1
2017-02-12,1.21,129193,3448,41590,1599,82555,35082,47472,0,2017,Midsouth,1
2017-02-05,1.49,101147,3676,42152,1526,53791,39453,14338,0,2017,Midsouth,1
2017-01-29,1.54,95499,3428,45235,2048,44787,33303,11484,0,2017,Midsouth,1
2017-01-22,1.49,96918,2981,38351,1985,53600,39758,13842,0,2017,Midsouth,1
2017-01-15,1.67,88279,3414,43794,2191,38879,37053,1826,0,2017,Midsouth,1
2017-01-08,1.61,90503,3638,41242,2265,43357,40878,2478,0,2017,Midsouth,1
2017-01-01,1.72,72287,3353,36090,1813,31029,29203,1826,0,2017,Midsouth,1
2017-12-31,1.52,7098,51,1535,0,5511,3056,2454,0,2017,Nashville,1
2017-12-24,1.56,7151,70,2170,0,4910,3146,1763,0,2017,Nashville,1
2017-12-17,1.62,6706,41,1898,0,4765,2612,2153,0,2017,Nashville,1
2017-12-10,1.59,5477,19,1730,0,3728,2376,1351,0,2017,Nashville,1
2017-12-03,1.59,4984,49,1937,0,2997,2230,767,0,2017,Nashville,1
2017-11-26,1.57,5631,50,1862,0,3718,2667,1051,0,2017,Nashville,1
2017-11-19,1.61,5134,51,2032,0,3051,2376,675,0,2017,Nashville,1
2017-11-12,1.74,5833,58,1861,0,3914,2233,1680,0,2017,Nashville,1
2017-11-05,1.71,6330,72,1957,0,4299,3131,1167,0,2017,Nashville,1
2017-10-29,1.76,7350,75,2571,0,4702,2957,1745,0,2017,Nashville,1
2017-10-22,1.78,8715,57,3126,0,5531,2340,3191,0,2017,Nashville,1
2017-10-15,1.96,7545,67,2947,0,4531,2567,1963,0,2017,Nashville,1
2017-10-08,2.17,7071,60,2903,0,4107,2453,1654,0,2017,Nashville,1
2017-10-01,2.22,8229,88,2826,0,5314,3217,2097,0,2017,Nashville,1
2017-09-24,2.24,8917,104,2500,0,6312,1601,4711,0,2017,Nashville,1
2017-09-17,2.19,8579,117,2557,0,5904,1778,4126,0,2017,Nashville,1
2017-09-10,2.15,9103,94,2782,0,6226,2482,3744,0,2017,Nashville,1
2017-09-03,2.04,8629,166,2919,0,5543,1630,3912,0,2017,Nashville,1
2017-08-27,1.89,9333,120,2952,0,6260,3247,3013,0,2017,Nashville,1
2017-08-20,1.84,7240,80,2884,0,4274,1925,2349,0,2017,Nashville,1
2017-08-13,1.61,4739,25,2387,0,2326,1738,588,0,2017,Nashville,1
2017-08-06,1.54,8077,71,2677,0,5328,2337,2990,0,2017,Nashville,1
2017-07-30,1.5,8654,54,2881,0,5718,2457,3260,0,2017,Nashville,1
2017-07-23,1.43,11898,39,3771,0,8087,3353,4734,0,2017,Nashville,1
2017-07-16,1.54,8490,52,3594,0,4843,1707,3135,0,2017,Nashville,1
2017-07-09,1.49,6879,103,3658,0,3116,1833,1282,0,2017,Nashville,1
2017-07-02,1.2,12497,163,3207,0,9127,1961,7166,0,2017,Nashville,1
2017-06-25,1.27,11077,94,2957,0,8025,2124,5901,0,2017,Nashville,1
2017-06-18,1.16,12361,146,3631,0,8583,2083,6500,0,2017,Nashville,1
2017-06-11,1.15,13829,380,3321,0,10126,1731,8395,0,2017,Nashville,1
2017-06-04,1.14,10578,350,3197,0,7030,502,6528,0,2017,Nashville,1
2017-05-28,1.16,8676,435,2257,0,5983,341,5642,0,2017,Nashville,1
2017-05-21,1.2,9281,358,2467,0,6455,591,5864,0,2017,Nashville,1
2017-05-14,0.87,16265,556,2648,0,13060,213,12847,0,2017,Nashville,1
2017-05-07,1.22,6216,191,2221,0,3803,216,3587,0,2017,Nashville,1
2017-04-30,1.14,11100,387,2926,0,7786,192,7593,0,2017,Nashville,1
2017-04-23,1.43,7063,582,3204,0,3277,157,3119,0,2017,Nashville,1
2017-04-16,1.14,8448,475,3049,0,4923,248,4674,0,2017,Nashville,1
2017-04-09,1.53,5340,572,2987,0,1780,1123,657,0,2017,Nashville,1
2017-04-02,1.17,6336,419,2523,0,3393,490,2903,0,2017,Nashville,1
2017-03-26,0.77,9755,422,1987,0,7346,218,7128,0,2017,Nashville,1
2017-03-19,0.92,5986,340,2019,0,3626,97,3528,0,2017,Nashville,1
2017-03-12,0.61,11558,523,1918,0,9116,66,9050,0,2017,Nashville,1
2017-03-05,0.51,17135,481,1790,0,14863,122,14740,0,2017,Nashville,1
2017-02-26,0.68,10920,329,2415,0,8175,115,8060,0,2017,Nashville,1
2017-02-19,0.67,13534,284,2310,0,10939,120,10819,0,2017,Nashville,1
2017-02-12,0.66,13802,337,2693,0,10771,196,10575,0,2017,Nashville,1
2017-02-05,1.16,4305,338,2130,0,1837,56,1780,0,2017,Nashville,1
2017-01-29,1.41,3254,296,1977,0,981,78,903,0,2017,Nashville,1
2017-01-22,0.86,6627,172,2287,0,4167,57,4109,0,2017,Nashville,1
2017-01-15,1.54,2962,238,2018,0,704,73,630,0,2017,Nashville,1
2017-01-08,1.53,3165,209,2389,0,567,62,505,0,2017,Nashville,1
2017-01-01,1.53,3749,210,3088,0,449,62,387,0,2017,Nashville,1
2017-12-31,1.44,5341,214,115,0,5011,4876,134,0,2017,NewOrleansMobile,1
2017-12-24,1.45,5574,123,54,0,5397,5116,280,0,2017,NewOrleansMobile,1
2017-12-17,1.37,5789,69,79,0,5640,5633,6,0,2017,NewOrleansMobile,1
2017-12-10,1.4,5488,141,47,0,5300,5293,6,0,2017,NewOrleansMobile,1
2017-12-03,1.46,5649,85,149,0,5414,5225,189,0,2017,NewOrleansMobile,1
2017-11-26,1.44,4941,87,65,0,4789,4548,240,0,2017,NewOrleansMobile,1
2017-11-19,1.49,6681,78,209,0,6393,6092,301,0,2017,NewOrleansMobile,1
2017-11-12,1.64,5811,80,111,0,5619,5588,30,0,2017,NewOrleansMobile,1
2017-11-05,1.7,5876,110,92,0,5673,5123,549,0,2017,NewOrleansMobile,1
2017-10-29,1.7,6088,89,154,0,5844,5561,283,0,2017,NewOrleansMobile,1
2017-10-22,1.6,3456,83,125,0,3247,3234,13,0,2017,NewOrleansMobile,1
2017-10-15,1.55,2172,252,100,0,1820,1816,3,0,2017,NewOrleansMobile,1
2017-10-08,1.69,2402,208,73,0,2121,2111,10,0,2017,NewOrleansMobile,1
2017-10-01,1.97,3769,207,135,0,3426,3269,156,0,2017,NewOrleansMobile,1
2017-09-24,1.89,6852,155,218,0,6478,5656,821,0,2017,NewOrleansMobile,1
2017-09-17,1.89,6311,313,179,0,5819,5023,796,0,2017,NewOrleansMobile,1
2017-09-10,1.63,6601,248,125,0,6227,5804,422,0,2017,NewOrleansMobile,1
2017-09-03,1.5,7148,222,202,0,6723,6707,16,0,2017,NewOrleansMobile,1
2017-08-27,1.5,7632,162,337,0,7131,7128,3,0,2017,NewOrleansMobile,1
2017-08-20,1.35,6866,252,296,0,6317,6314,3,0,2017,NewOrleansMobile,1
2017-08-13,1.2,8220,164,93,0,7962,7945,16,0,2017,NewOrleansMobile,1
2017-08-06,1.18,6994,128,71,0,6794,6781,13,0,2017,NewOrleansMobile,1
2017-07-30,1.25,5816,228,118,0,5468,5458,10,0,2017,NewOrleansMobile,1
2017-07-23,1.28,2327,102,55,0,2168,2162,6,0,2017,NewOrleansMobile,1
2017-07-16,1.23,5447,157,128,0,5161,5157,3,0,2017,NewOrleansMobile,1
2017-07-09,1.76,1942,103,367,0,1471,1461,10,0,2017,NewOrleansMobile,1
2017-07-02,1.89,2700,183,838,0,1678,1662,16,0,2017,NewOrleansMobile,1
2017-06-25,1.91,1282,64,472,0,745,738,6,0,2017,NewOrleansMobile,1
2017-06-18,2.32,936,103,679,0,153,150,3,0,2017,NewOrleansMobile,1
2017-06-11,2.19,515,399,5,0,109,106,3,0,2017,NewOrleansMobile,1
2017-06-04,2.12,1179,417,0,0,762,762,0,0,2017,NewOrleansMobile,1
2017-05-28,1.88,2367,367,0,0,1999,1694,305,0,2017,NewOrleansMobile,1
2017-05-21,2.1,1834,536,23,0,1273,1094,178,0,2017,NewOrleansMobile,1
2017-05-14,1.96,1745,900,0,0,844,744,99,0,2017,NewOrleansMobile,1
2017-05-07,1.57,3722,353,0,0,3369,2418,950,0,2017,NewOrleansMobile,1
2017-04-30,1.95,634,228,24,0,381,381,0,0,2017,NewOrleansMobile,1
2017-04-23,1.74,2924,295,12,0,2616,2616,0,0,2017,NewOrleansMobile,1
2017-04-16,1.63,4994,213,0,0,4780,4280,500,0,2017,NewOrleansMobile,1
2017-04-09,1.63,5498,281,0,0,5216,4707,508,0,2017,NewOrleansMobile,1
2017-04-02,1.55,6540,293,0,0,6246,5484,761,0,2017,NewOrleansMobile,1
2017-03-26,1.6,3838,233,0,0,3605,3380,225,0,2017,NewOrleansMobile,1
2017-03-19,1.44,1517,83,0,0,1433,904,529,0,2017,NewOrleansMobile,1
2017-03-12,1.45,3782,369,0,0,3413,2461,951,0,2017,NewOrleansMobile,1
2017-03-05,1.45,4348,429,0,0,3919,3487,432,0,2017,NewOrleansMobile,1
2017-02-26,1.33,5744,151,6,0,5586,5155,431,0,2017,NewOrleansMobile,1
2017-02-19,1.33,5160,139,0,0,5021,4830,190,0,2017,NewOrleansMobile,1
2017-02-12,1.33,6425,254,0,0,6171,5927,243,0,2017,NewOrleansMobile,1
2017-02-05,1.35,3381,326,6,0,3049,1874,1174,0,2017,NewOrleansMobile,1
2017-01-29,1.3,2939,129,0,0,2810,1861,948,0,2017,NewOrleansMobile,1
2017-01-22,1.31,4028,190,5,0,3831,2815,1016,0,2017,NewOrleansMobile,1
2017-01-15,1.3,3873,101,11,0,3760,2775,984,0,2017,NewOrleansMobile,1
2017-01-08,1.26,5077,189,0,0,4888,3309,1578,0,2017,NewOrleansMobile,1
2017-01-01,1.3,2818,125,11,0,2680,1947,733,0,2017,NewOrleansMobile,1
2017-12-31,1.83,69777,6476,16996,134,46169,46167,2,0,2017,NewYork,1
2017-12-24,1.85,74779,9007,20286,241,45243,45130,112,0,2017,NewYork,1
2017-12-17,1.84,75462,7786,22015,96,45564,44572,991,0,2017,NewYork,1
2017-12-10,1.79,79929,8727,19910,102,51187,50816,371,0,2017,NewYork,1
2017-12-03,1.81,95299,14732,35839,73,44654,43868,786,0,2017,NewYork,1
2017-11-26,2.02,63156,5280,14350,178,43346,43299,47,0,2017,NewYork,1
2017-11-19,2.07,68466,5986,16315,101,46063,46015,47,0,2017,NewYork,1
2017-11-12,2.05,74312,5949,17740,170,50453,50266,186,0,2017,NewYork,1
2017-11-05,2.05,71500,5539,17479,118,48362,48214,148,0,2017,NewYork,1
2017-10-29,2.11,70881,5301,19352,84,46143,46069,74,0,2017,NewYork,1
2017-10-22,2.08,70272,5760,17860,73,46578,46411,167,0,2017,NewYork,1
2017-10-15,2.09,69241,6708,14018,100,48413,48265,147,0,2017,NewYork,1
2017-10-08,2.06,67166,6353,16664,133,44015,43893,121,0,2017,NewYork,1
2017-10-01,2.04,63623,5060,14782,90,43689,43667,22,0,2017,NewYork,1
2017-09-24,2.06,70365,5244,22378,77,42664,42664,0,0,2017,NewYork,1
2017-09-17,2.08,70931,4879,23574,12,42464,42464,0,0,2017,NewYork,1
2017-09-10,2.07,90178,5734,28471,57,55915,55915,0,0,2017,NewYork,1
2017-09-03,2.14,82176,8610,29307,233,44024,44024,0,0,2017,NewYork,1
2017-08-27,2.13,73865,4774,24947,93,44051,44051,0,0,2017,NewYork,1
2017-08-20,1.85,107274,11650,43213,149,52260,52260,0,0,2017,NewYork,1
2017-08-13,2.07,73309,4392,21953,234,46729,46723,5,0,2017,NewYork,1
2017-08-06,1.91,72075,3899,18435,158,49582,49486,96,0,2017,NewYork,1
2017-07-30,1.88,71035,3407,17677,285,49664,49656,8,0,2017,NewYork,1
2017-07-23,1.85,87888,5573,20491,1314,60508,60473,35,0,2017,NewYork,1
2017-07-16,1.79,80280,7856,19545,2330,50548,50548,0,0,2017,NewYork,1
2017-07-09,2.48,59563,3895,21115,1931,32621,32621,0,0,2017,NewYork,1
2017-07-02,2.44,63800,5739,25934,1805,30319,30319,0,0,2017,NewYork,1
2017-06-25,2.36,68542,5993,27972,1229,33347,33342,4,0,2017,NewYork,1
2017-06-18,1.91,166308,32342,94247,277,39441,38126,1315,0,2017,NewYork,1
2017-06-11,2.39,81679,9032,33481,685,38480,37772,707,0,2017,NewYork,1
2017-06-04,2.06,112812,17822,52648,1178,41162,39892,1270,0,2017,NewYork,1
2017-05-28,2.38,76002,6137,30135,629,39099,38971,128,0,2017,NewYork,1
2017-05-21,2.39,70663,6849,27571,1575,34668,34668,0,0,2017,NewYork,1
2017-05-14,2.41,71188,6758,25947,2033,36449,36449,0,0,2017,NewYork,1
2017-05-07,2.34,88625,8039,35366,1665,43553,43553,0,0,2017,NewYork,1
2017-04-30,1.9,156250,32215,82983,1917,39134,39134,0,0,2017,NewYork,1
2017-04-23,2.23,73975,6752,33878,1022,32322,32297,24,0,2017,NewYork,1
2017-04-16,1.9,126408,21906,72571,210,31719,31327,391,0,2017,NewYork,1
2017-04-09,2.22,69388,8494,34731,166,25996,25956,39,0,2017,NewYork,1
2017-04-02,1.86,140039,28190,80969,128,30751,30716,34,0,2017,NewYork,1
2017-03-26,2.18,87897,12071,41311,90,34424,34341,83,0,2017,NewYork,1
2017-03-19,1.86,147248,30270,85793,114,31070,30832,237,0,2017,NewYork,1
2017-03-12,2.26,93328,9962,40186,162,43017,43017,0,0,2017,NewYork,1
2017-03-05,1.81,121542,20888,66846,235,33571,33382,188,0,2017,NewYork,1
2017-02-26,1.77,91212,14208,48448,164,28391,28122,268,0,2017,NewYork,1
2017-02-19,1.36,420410,100285,288953,366,30805,29223,1581,0,2017,NewYork,1
2017-02-12,1.98,59839,7402,22697,514,29225,28971,253,0,2017,NewYork,1
2017-02-05,2.03,58560,7829,20623,197,29909,29581,327,0,2017,NewYork,1
2017-01-29,2.08,46602,6492,19169,74,20865,20510,354,0,2017,NewYork,1
2017-01-22,2.05,49056,6679,21232,1039,20104,19821,282,0,2017,NewYork,1
2017-01-15,2.09,42233,6002,18195,117,17919,17791,127,0,2017,NewYork,1
2017-01-08,2.15,42755,6642,18205,338,17569,17103,466,0,2017,NewYork,1
2017-01-01,2.06,39260,6071,20105,1025,12057,11934,122,0,2017,NewYork,1
2017-12-31,1.66,229313,11281,33549,122,184359,170878,13481,0,2017,Northeast,1
2017-12-24,1.67,237711,14885,33389,221,189214,186448,2765,0,2017,Northeast,1
2017-12-17,1.66,222261,13706,34143,94,174316,155391,18925,0,2017,Northeast,1
2017-12-10,1.6,251595,16117,32493,108,202875,182493,20382,0,2017,Northeast,1
2017-12-03,1.67,247242,23973,52395,86,170787,160329,10458,0,2017,Northeast,1
2017-11-26,1.77,190028,9276,23321,181,157249,155444,1805,0,2017,Northeast,1
2017-11-19,1.84,204565,10459,25861,114,168129,157175,10954,0,2017,Northeast,1
2017-11-12,1.81,231677,11004,27532,161,192979,176295,16683,0,2017,Northeast,1
2017-11-05,1.82,239371,10655,27191,115,201409,193133,8276,0,2017,Northeast,1
2017-10-29,1.76,264941,10127,29797,100,224916,218668,6247,0,2017,Northeast,1
2017-10-22,1.68,264208,10671,29448,99,223988,223697,291,0,2017,Northeast,1
2017-10-15,1.7,269123,12497,23859,117,232649,232373,276,0,2017,Northeast,1
2017-10-08,1.64,275572,11078,25362,131,238999,238752,247,0,2017,Northeast,1
2017-10-01,1.7,236097,9408,23215,79,203393,203353,39,0,2017,Northeast,1
2017-09-24,1.68,255258,9811,31012,108,214326,214282,44,0,2017,Northeast,1
2017-09-17,1.74,238274,9146,34141,44,194941,193019,1922,0,2017,Northeast,1
2017-09-10,1.85,244428,10454,38728,60,195185,188367,6817,0,2017,Northeast,1
2017-09-03,1.92,223548,15489,42399,207,165451,157440,8010,0,2017,Northeast,1
2017-08-27,1.89,215129,8766,36924,98,169341,164863,4477,0,2017,Northeast,1
2017-08-20,1.79,251156,19480,58086,153,173436,158281,15154,0,2017,Northeast,1
2017-08-13,1.85,200716,7031,35496,220,157968,146634,11334,0,2017,Northeast,1
2017-08-06,1.74,216000,6369,31343,143,178145,152573,25572,0,2017,Northeast,1
2017-07-30,1.74,214612,5868,30074,259,178409,153830,24578,0,2017,Northeast,1
2017-07-23,1.63,272856,8003,34071,1137,229643,203830,25813,0,2017,Northeast,1
2017-07-16,1.66,240537,12309,34479,2085,191663,178777,12885,0,2017,Northeast,1
2017-07-09,2.31,160288,6638,35153,1626,116868,104841,12027,0,2017,Northeast,1
2017-07-02,2.29,170194,8951,43472,1596,116175,106878,9296,0,2017,Northeast,1
2017-06-25,2.26,181964,8675,45535,1086,126666,115565,11100,0,2017,Northeast,1
2017-06-18,1.98,307563,45284,123914,265,138098,124213,13885,0,2017,Northeast,1
2017-06-11,2.26,191985,13018,48648,1883,128434,116899,11534,0,2017,Northeast,1
2017-06-04,2.0,251838,28716,70360,1020,151741,139084,12657,0,2017,Northeast,1
2017-05-28,2.18,194487,11400,47209,636,135240,124037,11202,0,2017,Northeast,1
2017-05-21,2.15,186553,10974,44591,1425,129561,120158,9403,0,2017,Northeast,1
2017-05-14,2.09,202280,11814,42990,1781,145695,132557,13138,0,2017,Northeast,1
2017-05-07,2.16,205224,12708,53525,1500,137489,121185,16303,0,2017,Northeast,1
2017-04-30,1.91,278038,45273,109485,1714,121565,116115,5450,0,2017,Northeast,1
2017-04-23,2.09,180814,11464,46927,879,121542,109123,12418,0,2017,Northeast,1
2017-04-16,1.91,265298,35022,105350,204,124720,112364,12356,0,2017,Northeast,1
2017-04-09,2.12,171036,14746,48734,165,107389,96848,10541,0,2017,Northeast,1
2017-04-02,1.89,256548,43055,107196,121,106174,102577,3596,0,2017,Northeast,1
2017-03-26,2.1,191466,18318,55899,86,117162,107372,9790,0,2017,Northeast,1
2017-03-19,1.88,276084,45037,116111,163,114771,106097,8673,0,2017,Northeast,1
2017-03-12,2.18,186709,14633,52057,172,119847,113186,6660,0,2017,Northeast,1
2017-03-05,1.8,225597,29927,86086,205,109377,105641,3735,0,2017,Northeast,1
2017-02-26,1.82,182655,22185,70918,161,89390,86833,2556,0,2017,Northeast,1
2017-02-19,1.43,592952,127051,363472,322,102105,91672,10433,0,2017,Northeast,1
2017-02-12,1.91,153268,11370,34465,496,106936,102275,4660,0,2017,Northeast,1
2017-02-05,1.81,160843,11663,37623,244,111312,101921,9390,0,2017,Northeast,1
2017-01-29,1.93,132820,10226,29196,90,93307,91291,2015,0,2017,Northeast,1
2017-01-22,1.93,135079,10781,31238,886,92174,91298,875,0,2017,Northeast,1
2017-01-15,1.94,134840,9284,31877,128,93551,91994,1556,0,2017,Northeast,1
2017-01-08,1.99,132079,10600,29899,310,91268,86129,5139,0,2017,Northeast,1
2017-01-01,2.0,115256,9132,36276,923,68924,65447,3476,0,2017,Northeast,1
2017-12-31,1.76,20129,0,200,0,19928,19925,3,0,2017,NorthernNewEngland,1
2017-12-24,1.76,25227,0,463,0,24764,24764,0,0,2017,NorthernNewEngland,1
2017-12-17,1.72,18551,3,288,0,18259,18259,0,0,2017,NorthernNewEngland,1
2017-12-10,1.67,23958,0,285,0,23672,23672,0,0,2017,NorthernNewEngland,1
2017-12-03,1.71,18891,0,390,0,18501,18273,228,0,2017,NorthernNewEngland,1
2017-11-26,1.75,22376,1,219,0,22155,22155,0,0,2017,NorthernNewEngland,1
2017-11-19,1.78,21545,0,203,0,21342,21284,57,0,2017,NorthernNewEngland,1
2017-11-12,1.8,19234,5,317,0,18911,18525,386,0,2017,NorthernNewEngland,1
2017-11-05,1.84,24687,0,148,0,24538,20317,4220,0,2017,NorthernNewEngland,1
2017-10-29,1.57,39048,1,177,0,38869,32627,6241,0,2017,NorthernNewEngland,1
2017-10-22,1.7,22671,0,308,0,22363,22363,0,0,2017,NorthernNewEngland,1
2017-10-15,1.64,23800,0,202,0,23598,23598,0,0,2017,NorthernNewEngland,1
2017-10-08,1.52,21089,10,194,0,20883,20879,4,0,2017,NorthernNewEngland,1
2017-10-01,1.56,18317,10,163,0,18143,18143,0,0,2017,NorthernNewEngland,1
2017-09-24,1.57,16661,1,105,0,16555,16555,0,0,2017,NorthernNewEngland,1
2017-09-17,1.54,15649,5,147,0,15496,15496,0,0,2017,NorthernNewEngland,1
2017-09-10,1.68,16452,4,169,0,16278,16278,0,0,2017,NorthernNewEngland,1
2017-09-03,1.69,13062,2,168,0,12891,12891,0,0,2017,NorthernNewEngland,1
2017-08-27,1.69,18480,3,172,0,18305,18305,0,0,2017,NorthernNewEngland,1
2017-08-20,1.68,17812,11,258,0,17542,17542,0,0,2017,NorthernNewEngland,1
2017-08-13,1.69,13218,13,246,0,12958,12958,0,0,2017,NorthernNewEngland,1
2017-08-06,1.68,16939,6,281,0,16652,16652,0,0,2017,NorthernNewEngland,1
2017-07-30,1.68,18527,15,259,0,18252,18252,0,0,2017,NorthernNewEngland,1
2017-07-23,1.59,20654,14,254,0,20385,20385,0,0,2017,NorthernNewEngland,1
2017-07-16,1.66,20254,10,397,0,19846,19846,0,0,2017,NorthernNewEngland,1
2017-07-09,1.85,13592,3,277,0,13311,13311,0,0,2017,NorthernNewEngland,1
2017-07-02,1.91,16665,7,469,0,16189,16189,0,0,2017,NorthernNewEngland,1
2017-06-25,1.93,21227,7,428,0,20791,20791,0,0,2017,NorthernNewEngland,1
2017-06-18,1.92,20003,14,370,0,19618,19618,0,0,2017,NorthernNewEngland,1
2017-06-11,1.83,15591,2,304,0,15284,15284,0,0,2017,NorthernNewEngland,1
2017-06-04,1.48,25490,0,295,0,25195,25195,0,0,2017,NorthernNewEngland,1
2017-05-28,1.67,18289,12,299,0,17976,17976,0,0,2017,NorthernNewEngland,1
2017-05-21,1.59,20571,7,299,0,20264,20264,0,0,2017,NorthernNewEngland,1
2017-05-14,1.4,26964,10,614,0,26339,26339,0,0,2017,NorthernNewEngland,1
2017-05-07,1.57,13580,29,398,0,13152,13152,0,0,2017,NorthernNewEngland,1
2017-04-30,1.62,14208,97,229,0,13881,13881,0,0,2017,NorthernNewEngland,1
2017-04-23,1.68,13175,103,164,0,12907,12907,0,0,2017,NorthernNewEngland,1
2017-04-16,1.82,15495,87,240,0,15168,15168,0,0,2017,NorthernNewEngland,1
2017-04-09,1.75,12052,90,237,0,11724,11724,0,0,2017,NorthernNewEngland,1
2017-04-02,1.82,13640,128,364,0,13147,13147,0,0,2017,NorthernNewEngland,1
2017-03-26,1.85,14479,126,228,0,14124,14124,0,0,2017,NorthernNewEngland,1
2017-03-19,1.86,16064,168,170,0,15725,15725,0,0,2017,NorthernNewEngland,1
2017-03-12,1.87,14773,119,198,0,14455,14455,0,0,2017,NorthernNewEngland,1
2017-03-05,1.66,15016,76,269,0,14670,14670,0,0,2017,NorthernNewEngland,1
2017-02-26,1.85,12277,10,263,0,12003,12003,0,0,2017,NorthernNewEngland,1
2017-02-19,1.88,11527,2,221,0,11303,11303,0,0,2017,NorthernNewEngland,1
2017-02-12,1.8,13474,2,325,0,13146,13146,0,0,2017,NorthernNewEngland,1
2017-02-05,1.6,10860,1,304,0,10554,10554,0,0,2017,NorthernNewEngland,1
2017-01-29,1.84,12789,3,333,0,12452,12452,0,0,2017,NorthernNewEngland,1
2017-01-22,1.89,13492,2,185,0,13305,13305,0,0,2017,NorthernNewEngland,1
2017-01-15,1.77,10857,0,197,0,10659,10659,0,0,2017,NorthernNewEngland,1
2017-01-08,1.86,12777,3,254,0,12519,12519,0,0,2017,NorthernNewEngland,1
2017-01-01,1.91,9214,6,130,0,9076,9076,0,0,2017,NorthernNewEngland,1
2017-12-31,1.82,6063,164,1018,0,4879,4136,742,0,2017,Orlando,1
2017-12-24,1.79,8232,172,1280,0,6779,5538,1240,0,2017,Orlando,1
2017-12-17,1.6,5835,111,704,0,5020,4869,150,0,2017,Orlando,1
2017-12-10,1.6,5703,93,721,0,4887,4884,3,0,2017,Orlando,1
2017-12-03,1.67,4483,133,710,0,3639,3623,15,0,2017,Orlando,1
2017-11-26,1.65,4800,87,727,0,3985,3975,10,0,2017,Orlando,1
2017-11-19,1.8,6044,231,1063,0,4749,4072,676,0,2017,Orlando,1
2017-11-12,1.88,5376,147,871,0,4357,4351,6,0,2017,Orlando,1
2017-11-05,2.01,7634,248,1434,0,5951,4501,1450,0,2017,Orlando,1
2017-10-29,2.01,6466,179,1219,0,5067,3897,1169,0,2017,Orlando,1
2017-10-22,2.29,7965,318,1675,0,5971,4053,1917,0,2017,Orlando,1
2017-10-15,2.87,3824,175,1228,0,2420,1696,724,0,2017,Orlando,1
2017-10-08,2.27,4734,198,1046,0,3488,3378,110,0,2017,Orlando,1
2017-10-01,2.35,8517,239,1618,0,6660,5291,1368,0,2017,Orlando,1
2017-09-24,2.31,7564,496,1531,0,5536,4451,1084,0,2017,Orlando,1
2017-09-17,2.65,5500,486,1590,0,3423,1720,1703,0,2017,Orlando,1
2017-09-10,2.12,5927,250,826,0,4849,4658,191,0,2017,Orlando,1
2017-09-03,2.45,5470,439,1794,0,3236,2042,1193,0,2017,Orlando,1
2017-08-27,2.3,6882,589,3095,0,3196,3196,0,0,2017,Orlando,1
2017-08-20,2.21,8464,807,1910,0,5745,5739,6,0,2017,Orlando,1
2017-08-13,2.12,6193,767,1410,0,4015,4008,6,0,2017,Orlando,1
2017-08-06,1.82,4035,115,823,0,3096,3096,0,0,2017,Orlando,1
2017-07-30,1.69,4640,104,712,0,3823,3816,6,0,2017,Orlando,1
2017-07-23,1.79,4731,89,833,0,3808,3808,0,0,2017,Orlando,1
2017-07-16,1.86,4968,191,1118,0,3657,3651,6,0,2017,Orlando,1
2017-07-09,1.9,5505,262,1460,0,3782,3778,3,0,2017,Orlando,1
2017-07-02,2.17,8059,811,4168,0,3080,3080,0,0,2017,Orlando,1
2017-06-25,2.18,7422,780,3949,0,2692,2689,3,0,2017,Orlando,1
2017-06-18,2.15,7071,768,3446,0,2856,2853,3,0,2017,Orlando,1
2017-06-11,1.97,5784,1583,333,0,3867,3867,0,0,2017,Orlando,1
2017-06-04,2.1,6966,2155,172,0,4638,4638,0,0,2017,Orlando,1
2017-05-28,1.8,8624,1830,174,0,6619,4830,1788,0,2017,Orlando,1
2017-05-21,1.8,8800,1981,258,0,6560,5043,1517,0,2017,Orlando,1
2017-05-14,2.06,7139,3870,219,0,3050,2911,138,0,2017,Orlando,1
2017-05-07,1.57,6683,781,145,0,5756,2633,3123,0,2017,Orlando,1
2017-04-30,2.38,4681,2188,289,0,2204,1853,350,0,2017,Orlando,1
2017-04-23,1.94,7206,3447,394,0,3364,3364,0,0,2017,Orlando,1
2017-04-16,2.83,4269,2090,266,0,1912,1508,403,0,2017,Orlando,1
2017-04-09,2.31,4434,1570,215,0,2649,1034,1615,0,2017,Orlando,1
2017-04-02,1.8,7480,1901,218,0,5360,4305,1055,0,2017,Orlando,1
2017-03-26,1.54,8166,1228,140,0,6798,4407,2390,0,2017,Orlando,1
2017-03-19,2.06,4382,1487,118,0,2776,1185,1591,0,2017,Orlando,1
2017-03-12,2.2,3740,1292,144,0,2303,761,1542,0,2017,Orlando,1
2017-03-05,2.28,4320,1879,207,0,2234,968,1265,0,2017,Orlando,1
2017-02-26,2.08,4818,1562,107,0,3148,1042,2106,0,2017,Orlando,1
2017-02-19,1.81,5205,1560,150,0,3495,1844,1651,0,2017,Orlando,1
2017-02-12,1.49,6127,1199,62,0,4865,3905,960,0,2017,Orlando,1
